GSM,Description,Organism,Tissue/Cell,GSE,State ID,Characteristics,Age,GPL,,,,,
GSM208778,"Cerebellum, mouse17K-A, 62 AMC152 F 495 C",Mus musculus,Cerebellum,GSE8409,4,"Strain: C57BL/6, Tissue: Cerebellum; Gender: female, Age: 495 days Diet: Caloric restriction",495 DAYS,GPL738,,,,,
GSM208779,"Cerebellum, mouse17K-A, 63 AMC170 M 495_ad-lib",Mus musculus,Cerebellum,GSE8409,5,"Strain: C57BL/6, Tissue: Cerebellum; Gender: male, Age: 495 days Diet: Ad lib",495 DAYS,GPL738,,,,,
GSM208780,"Cerebellum, mouse17K-A, 64 AMC131 F 479_ad-lib",Mus musculus,Cerebellum,GSE8409,5,"Strain: C57BL/6, Tissue: Cerebellum; Gender: female, Age: 479 days Diet: Ad lib",479 DAYS,GPL738,,,,,
GSM208781,"Cerebellum, mouse17K-A, 65 AMC150 F 703 C",Mus musculus,Cerebellum,GSE8409,6,"Strain: C57BL/6, Tissue: Cerebellum; Gender: female, Age: 703 days Diet: Caloric restriction",703 DAYS,GPL738,,,,,
GSM208782,"Cerebellum, mouse17K-A, 66 AMC163 M 733_ad-lib",Mus musculus,Cerebellum,GSE8409,7,"Strain: C57BL/6, Tissue: Cerebellum; Gender: male, Age: 733 days Diet: Ad lib",733 DAYS,GPL738,,,,,
GSM208783,"Cerebellum, mouse17K-A, 67 AMC174 F 704_ad-lib",Mus musculus,Cerebellum,GSE8409,7,"Strain: C57BL/6, Tissue: Cerebellum; Gender: female, Age: 704 days Diet: Ad lib",704 DAYS,GPL738,,,,,
GSM208790,"Cerebral Cortex, mouse17K-A, 01 AMC185 M 43_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 43 days Diet: Ad lib",43 DAYS,GPL738,,,,,
GSM208791,"Cerebral Cortex, mouse17K-A, 02 AMC196 F 17_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 17 days Diet: Ad lib",17 DAYS,GPL738,,,,,
GSM208792,"Cerebral Cortex, mouse17K-A, 03 AMC7 M 186 C",Mus musculus,Cerebral Cortex,GSE8410,2,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 186 days Diet: Caloric restriction",186 DAYS,GPL738,,,,,
GSM208793,"Cerebral Cortex, mouse17K-A, 04 AMC33 F 193 C",Mus musculus,Cerebral Cortex,GSE8410,2,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 193 days Diet: Caloric restriction",193 DAYS,GPL738,,,,,
GSM208794,"Cerebral Cortex, mouse17K-A, 05 AMC21 M 186_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 186 days Diet: Ad lib",186 DAYS,GPL738,,,,,
GSM208795,"Cerebral Cortex, mouse17K-A, 06 AMC23 F 186_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 186 days Diet: Ad lib",186 DAYS,GPL738,,,,,
GSM208796,"Cerebral Cortex, mouse17K-A, 07 AMC57 M 474 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 474 days Diet: Caloric restriction",474 DAYS,GPL738,,,,,
GSM208797,"Cerebral Cortex, mouse17K-A, 08 AMC4 F 491 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 491 days Diet: Caloric restriction",491 DAYS,GPL738,,,,,
GSM208798,"Cerebral Cortex, mouse17K-A, 09 AMC43 M 498_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 498 days Diet: Ad lib",498 DAYS,GPL738,,,,,
GSM208799,"Cerebral Cortex, mouse17K-A, 10 AMC46 F 498_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 498 days Diet: Ad lib",498 DAYS,GPL738,,,,,
GSM208800,"Cerebral Cortex, mouse17K-A, 11 AMC207 M 673 C",Mus musculus,Cerebral Cortex,GSE8410,6,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL738,,,,,
GSM208801,"Cerebral Cortex, mouse17K-A, 12 AMC1 F 736 C",Mus musculus,Cerebral Cortex,GSE8410,6,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 736 days Diet: Caloric restriction",736 DAYS,GPL738,,,,,
GSM208802,"Cerebral Cortex, mouse17K-A, 13 AMC36 M 743_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 743 days Diet: Ad lib",743 DAYS,GPL738,,,,,
GSM208803,"Cerebral Cortex, mouse17K-A, 14 AMC72 F 716_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 716 days Diet: Ad lib",716 DAYS,GPL738,,,,,
GSM208804,"Cerebral Cortex, mouse17K-A, 15 AMC186 M 44_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 44 days Diet: Ad lib",44 DAYS,GPL738,,,,,
GSM208805,"Cerebral Cortex, mouse17K-A, 16 AMC197 F 19_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 19 days Diet: Ad lib",19 DAYS,GPL738,,,,,
GSM208806,"Cerebral Cortex, mouse17K-A, 17 AMC30 M 193 C",Mus musculus,Cerebral Cortex,GSE8410,2,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 193 days Diet: Caloric restriction",193 DAYS,GPL738,,,,,
GSM208807,"Cerebral Cortex, mouse17K-A, 18 AMC34 F 194 C",Mus musculus,Cerebral Cortex,GSE8410,2,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 194 days Diet: Caloric restriction",194 DAYS,GPL738,,,,,
GSM208808,"Cerebral Cortex, mouse17K-A, 19 AMC50 M 193_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 193 days Diet: Ad lib",193 DAYS,GPL738,,,,,
GSM208809,"Cerebral Cortex, mouse17K-A, 20 AMC52 F 193_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 193 days Diet: Ad lib",193 DAYS,GPL738,,,,,
GSM208810,"Cerebral Cortex, mouse17K-A, 21 AMC58 M 472 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 472 days Diet: Caloric restriction",472 DAYS,GPL738,,,,,
GSM208811,"Cerebral Cortex, mouse17K-A, 22 AMC27 F 498 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 498 days Diet: Caloric restriction",498 DAYS,GPL738,,,,,
GSM208812,"Cerebral Cortex, mouse17K-A, 23 AMC80 M 476_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 476 days Diet: Ad lib",476 DAYS,GPL738,,,,,
GSM208813,"Cerebral Cortex, mouse17K-A, 24 AMC48 F 499_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 499 days Diet: Ad lib",499 DAYS,GPL738,,,,,
GSM208814,"Cerebral Cortex, mouse17K-A, 25 AMC208 M 673 C",Mus musculus,Cerebral Cortex,GSE8410,6,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL738,,,,,
GSM208815,"Cerebral Cortex, mouse17K-A, 26 AMC25 F 743 C",Mus musculus,Cerebral Cortex,GSE8410,6,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 743 days Diet: Caloric restriction",743 DAYS,GPL738,,,,,
GSM208816,"Cerebral Cortex, mouse17K-A, 27 AMC76 M 714_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 714 days Diet: Ad lib",714 DAYS,GPL738,,,,,
GSM208817,"Cerebral Cortex, mouse17K-A, 28 AMC73 F 714_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 714 days Diet: Ad lib",714 DAYS,GPL738,,,,,
GSM208818,"Cerebral Cortex, mouse17K-A, 29 AMC193 M 19_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 19 days Diet: Ad lib",19 DAYS,GPL738,,,,,
GSM208819,"Cerebral Cortex, mouse17K-A, 30 AMC198 F 21_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 21 days Diet: Ad lib",21 DAYS,GPL738,,,,,
GSM208820,"Cerebral Cortex, mouse17K-A, 31 AMC31 M 194 C",Mus musculus,Cerebral Cortex,GSE8410,2,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 194 days Diet: Caloric restriction",194 DAYS,GPL738,,,,,
GSM208821,"Cerebral Cortex, mouse17K-A, 32 AMC113 F 180 C",Mus musculus,Cerebral Cortex,GSE8410,2,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 180 days Diet: Caloric restriction",180 DAYS,GPL738,,,,,
GSM208822,"Cerebral Cortex, mouse17K-A, 33 AMC51 M 194_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 194 days Diet: Ad lib",194 DAYS,GPL738,,,,,
GSM208823,"Cerebral Cortex, mouse17K-A, 34 AMC53 F 194_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 194 days Diet: Ad lib",194 DAYS,GPL738,,,,,
GSM208824,"Cerebral Cortex, mouse17K-A, 35 AMC101 M 485 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 485 days Diet: Caloric restriction",485 DAYS,GPL738,,,,,
GSM208825,"Cerebral Cortex, mouse17K-A, 36 AMC28 F 499 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 499 days Diet: Caloric restriction",499 DAYS,GPL738,,,,,
GSM208826,"Cerebral Cortex, mouse17K-A, 37 AMC125 M 481_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 481 days Diet: Ad lib",481 DAYS,GPL738,,,,,
GSM208827,"Cerebral Cortex, mouse17K-A, 38 AMC86 F 476_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 476 days Diet: Ad lib",476 DAYS,GPL738,,,,,
GSM208828,"Cerebral Cortex, mouse17K-A, 39 AMC55 F 712 C",Mus musculus,Cerebral Cortex,GSE8410,6,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 712 days Diet: Caloric restriction",712 DAYS,GPL738,,,,,
GSM208829,"Cerebral Cortex, mouse17K-A, 40 AMC118 M 719_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 719 days Diet: Ad lib",719 DAYS,GPL738,,,,,
GSM208830,"Cerebral Cortex, mouse17K-A, 41 AMC74 F 712_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 712 days Diet: Ad lib",712 DAYS,GPL738,,,,,
GSM208831,"Cerebral Cortex, mouse17K-A, 42 AMC194 M 17_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 17 days Diet: Ad lib",17 DAYS,GPL738,,,,,
GSM208832,"Cerebral Cortex, mouse17K-A, 43 AMC241 F 40_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 40 days Diet: Ad lib",40 DAYS,GPL738,,,,,
GSM208833,"Cerebral Cortex, mouse17K-A, 44 AMC115 F 174 C",Mus musculus,Cerebral Cortex,GSE8410,2,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 174 days Diet: Caloric restriction",174 DAYS,GPL738,,,,,
GSM208834,"Cerebral Cortex, mouse17K-A, 45 AMC133 M 180_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 180 days Diet: Ad lib",180 DAYS,GPL738,,,,,
GSM208835,"Cerebral Cortex, mouse17K-A, 46 AMC92 F 169_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 169 days Diet: Ad lib",169 DAYS,GPL738,,,,,
GSM208836,"Cerebral Cortex, mouse17K-A, 47 AMC148 M 495 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 495 days Diet: Caloric restriction",495 DAYS,GPL738,,,,,
GSM208837,"Cerebral Cortex, mouse17K-A, 48 AMC104 F 485 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 485 days Diet: Caloric restriction",485 DAYS,GPL738,,,,,
GSM208838,"Cerebral Cortex, mouse17K-A, 49 AMC245 M 673 C",Mus musculus,Cerebral Cortex,GSE8410,6,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL738,,,,,
GSM208839,"Cerebral Cortex, mouse17K-A, 50 AMC217 M 177 C",Mus musculus,Cerebral Cortex,GSE8410,2,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 177 days Diet: Caloric restriction",177 DAYS,GPL738,,,,,
GSM208840,"Cerebral Cortex, mouse17K-A, 51 AMC127 M 485_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 485 days Diet: Ad lib",485 DAYS,GPL738,,,,,
GSM208841,"Cerebral Cortex, mouse17K-A, 52 AMC130 F 481_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 481 days Diet: Ad lib",481 DAYS,GPL738,,,,,
GSM208842,"Cerebral Cortex, mouse17K-A, 53 AMC56 F 714 C",Mus musculus,Cerebral Cortex,GSE8410,6,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 714 days Diet: Caloric restriction",714 DAYS,GPL738,,,,,
GSM208843,"Cerebral Cortex, mouse17K-A, 54 AMC119 M 730_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 730 days Diet: Ad lib",730 DAYS,GPL738,,,,,
GSM208844,"Cerebral Cortex, mouse17K-A, 55 AMC167 F 733_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 733 days Diet: Ad lib",733 DAYS,GPL738,,,,,
GSM208845,"Cerebral Cortex, mouse17K-A, 56 AMC239 M 40_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 40 days Diet: Ad lib",40 DAYS,GPL738,,,,,
GSM208846,"Cerebral Cortex, mouse17K-A, 57 AMC244 F 33_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,1,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 33 days Diet: Ad lib",33 DAYS,GPL738,,,,,
GSM208847,"Cerebral Cortex, mouse17K-A, 58 AMC158 F 190 C",Mus musculus,Cerebral Cortex,GSE8410,2,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 190 days Diet: Caloric restriction",190 DAYS,GPL738,,,,,
GSM208848,"Cerebral Cortex, mouse17K-A, 59 AMC135 M 174_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 174 days Diet: Ad lib",174 DAYS,GPL738,,,,,
GSM208849,"Cerebral Cortex, mouse17K-A, 60 AMC137 F 180_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,3,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 180 days Diet: Ad lib",180 DAYS,GPL738,,,,,
GSM208850,"Cerebral Cortex, mouse17K-A, 61 AMC209 M 482 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 482 days Diet: Caloric restriction",482 DAYS,GPL738,,,,,
GSM208851,"Cerebral Cortex, mouse17K-A, 62 AMC152 F 495 C",Mus musculus,Cerebral Cortex,GSE8410,4,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 495 days Diet: Caloric restriction",495 DAYS,GPL738,,,,,
GSM208852,"Cerebral Cortex, mouse17K-A, 63 AMC170 M 495_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 495 days Diet: Ad lib",495 DAYS,GPL738,,,,,
GSM208853,"Cerebral Cortex, mouse17K-A, 64 AMC131 F 479_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,5,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 479 days Diet: Ad lib",479 DAYS,GPL738,,,,,
GSM208854,"Cerebral Cortex, mouse17K-A, 65 AMC150 F 703 C",Mus musculus,Cerebral Cortex,GSE8410,6,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 703 days Diet: Caloric restriction",703 DAYS,GPL738,,,,,
GSM208855,"Cerebral Cortex, mouse17K-A, 66 AMC163 M 733_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: male, Age: 733 days Diet: Ad lib",733 DAYS,GPL738,,,,,
GSM208856,"Cerebral Cortex, mouse17K-A, 67 AMC174 F 704_ad-lib",Mus musculus,Cerebral Cortex,GSE8410,7,"Strain: C57BL/6, Tissue: Cerebral Cortex; Gender: female, Age: 704 days Diet: Ad lib",704 DAYS,GPL738,,,,,
GSM208858,"Hippocampus, mouse17K-A, 01 AMC185 M 43_ad-lib",Mus musculus,Hippocampus,GSE8411,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 43 days Diet: Ad lib",43 DAYS,GPL738,,,,,
GSM208859,"Hippocampus, mouse17K-A, 02 AMC196 F 17_ad-lib",Mus musculus,Hippocampus,GSE8411,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 17 days Diet: Ad lib",17 DAYS,GPL738,,,,,
GSM208860,"Hippocampus, mouse17K-A, 03 AMC7 M 186 C",Mus musculus,Hippocampus,GSE8411,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 186 days Diet: Caloric restriction",186 DAYS,GPL738,,,,,
GSM208861,"Hippocampus, mouse17K-A, 04 AMC33 F 193 C",Mus musculus,Hippocampus,GSE8411,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 193 days Diet: Caloric restriction",193 DAYS,GPL738,,,,,
GSM208862,"Hippocampus, mouse17K-A, 05 AMC21 M 186_ad-lib",Mus musculus,Hippocampus,GSE8411,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 186 days Diet: Ad lib",186 DAYS,GPL738,,,,,
GSM208863,"Hippocampus, mouse17K-A, 06 AMC23 F 186_ad-lib",Mus musculus,Hippocampus,GSE8411,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 186 days Diet: Ad lib",186 DAYS,GPL738,,,,,
GSM208864,"Hippocampus, mouse17K-A, 07 AMC57 M 474 C",Mus musculus,Hippocampus,GSE8411,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 474 days Diet: Caloric restriction",474 DAYS,GPL738,,,,,
GSM208865,"Hippocampus, mouse17K-A, 08 AMC4 F 491 C",Mus musculus,Hippocampus,GSE8411,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 491 days Diet: Caloric restriction",491 DAYS,GPL738,,,,,
GSM208866,"Hippocampus, mouse17K-A, 09 AMC43 M 498_ad-lib",Mus musculus,Hippocampus,GSE8411,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 498 days Diet: Ad lib",498 DAYS,GPL738,,,,,
GSM208867,"Hippocampus, mouse17K-A, 10 AMC46 F 498_ad-lib",Mus musculus,Hippocampus,GSE8411,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 498 days Diet: Ad lib",498 DAYS,GPL738,,,,,
GSM208868,"Hippocampus, mouse17K-A, 11 AMC207 M 673 C",Mus musculus,Hippocampus,GSE8411,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL738,,,,,
GSM208869,"Hippocampus, mouse17K-A, 12 AMC1 F 736 C",Mus musculus,Hippocampus,GSE8411,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 736 days Diet: Caloric restriction",736 DAYS,GPL738,,,,,
GSM208870,"Hippocampus, mouse17K-A, 13 AMC36 M 743_ad-lib",Mus musculus,Hippocampus,GSE8411,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 743 days Diet: Ad lib",743 DAYS,GPL738,,,,,
GSM208871,"Hippocampus, mouse17K-A, 14 AMC72 F 716_ad-lib",Mus musculus,Hippocampus,GSE8411,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 716 days Diet: Ad lib",716 DAYS,GPL738,,,,,
GSM208872,"Hippocampus, mouse17K-A, 15 AMC186 M 44_ad-lib",Mus musculus,Hippocampus,GSE8411,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 44 days Diet: Ad lib",44 DAYS,GPL738,,,,,
GSM208873,"Hippocampus, mouse17K-A, 16 AMC197 F 19_ad-lib",Mus musculus,Hippocampus,GSE8411,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 19 days Diet: Ad lib",19 DAYS,GPL738,,,,,
GSM208874,"Hippocampus, mouse17K-A, 17 AMC30 M 193 C",Mus musculus,Hippocampus,GSE8411,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 193 days Diet: Caloric restriction",193 DAYS,GPL738,,,,,
GSM208875,"Hippocampus, mouse17K-A, 18 AMC34 F 194 C",Mus musculus,Hippocampus,GSE8411,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 194 days Diet: Caloric restriction",194 DAYS,GPL738,,,,,
GSM208876,"Hippocampus, mouse17K-A, 19 AMC50 M 193_ad-lib",Mus musculus,Hippocampus,GSE8411,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 193 days Diet: Ad lib",193 DAYS,GPL738,,,,,
GSM208877,"Hippocampus, mouse17K-A, 20 AMC52 F 193_ad-lib",Mus musculus,Hippocampus,GSE8411,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 193 days Diet: Ad lib",193 DAYS,GPL738,,,,,
GSM208878,"Hippocampus, mouse17K-A, 21 AMC58 M 472 C",Mus musculus,Hippocampus,GSE8411,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 472 days Diet: Caloric restriction",472 DAYS,GPL738,,,,,
GSM208879,"Hippocampus, mouse17K-A, 22 AMC27 F 498 C",Mus musculus,Hippocampus,GSE8411,4,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 498 days Diet: Caloric restriction",498 DAYS,GPL738,,,,,
GSM208880,"Hippocampus, mouse17K-A, 23 AMC80 M 476_ad-lib",Mus musculus,Hippocampus,GSE8411,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 476 days Diet: Ad lib",476 DAYS,GPL738,,,,,
GSM208881,"Hippocampus, mouse17K-A, 24 AMC48 F 499_ad-lib",Mus musculus,Hippocampus,GSE8411,5,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 499 days Diet: Ad lib",499 DAYS,GPL738,,,,,
GSM208882,"Hippocampus, mouse17K-A, 25 AMC208 M 673 C",Mus musculus,Hippocampus,GSE8411,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 673 days Diet: Caloric restriction",673 DAYS,GPL738,,,,,
GSM208883,"Hippocampus, mouse17K-A, 26 AMC25 F 743 C",Mus musculus,Hippocampus,GSE8411,6,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 743 days Diet: Caloric restriction",743 DAYS,GPL738,,,,,
GSM208884,"Hippocampus, mouse17K-A, 27 AMC76 M 714_ad-lib",Mus musculus,Hippocampus,GSE8411,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 714 days Diet: Ad lib",714 DAYS,GPL738,,,,,
GSM208885,"Hippocampus, mouse17K-A, 28 AMC73 F 714_ad-lib",Mus musculus,Hippocampus,GSE8411,7,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 714 days Diet: Ad lib",714 DAYS,GPL738,,,,,
GSM208886,"Hippocampus, mouse17K-A, 29 AMC193 M 19_ad-lib",Mus musculus,Hippocampus,GSE8411,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 19 days Diet: Ad lib",19 DAYS,GPL738,,,,,
GSM208887,"Hippocampus, mouse17K-A, 30 AMC198 F 21_ad-lib",Mus musculus,Hippocampus,GSE8411,1,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 21 days Diet: Ad lib",21 DAYS,GPL738,,,,,
GSM208888,"Hippocampus, mouse17K-A, 31 AMC31 M 194 C",Mus musculus,Hippocampus,GSE8411,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 194 days Diet: Caloric restriction",194 DAYS,GPL738,,,,,
GSM208889,"Hippocampus, mouse17K-A, 32 AMC113 F 180 C",Mus musculus,Hippocampus,GSE8411,2,"Strain: C57BL/6, Tissue: Hippocampus; Gender: female, Age: 180 days Diet: Caloric restriction",180 DAYS,GPL738,,,,,
GSM208890,"Hippocampus, mouse17K-A, 33 AMC51 M 194_ad-lib",Mus musculus,Hippocampus,GSE8411,3,"Strain: C57BL/6, Tissue: Hippocampus; Gender: male, Age: 194 days Diet: Ad lib",194 DAYS,GPL738,,,,,
